2018-03-21 09:50:11,065 [6] INFO  BaseLog [(null)] - OAuth2Controller>Index :https://open.weixin.qq.com/connect/oauth2/authorize?appid=wxf0eea6fec2756b45&redirect_uri=http%3A%2F%2Fwxtest-ct.qichedaquan.com%2Fapi%2FOAuth2%2FUserInfoCallback%3FreturnUrl%3Dhttp%3A%2F%2Fwxtest-ct.qichedaquan.com%2FmoneyManager%2Fmake_money.html%3Fchannel%3Dctlmcaidan&response_type=code&scope=snsapi_userinfo&state=ChiTu993&connect_redirect=1#wechat_redirect

2018-03-21 10:17:47,809 [21] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetSceneInfoByUserId?r=0.5632816723987115
执行的时间:71.6916ms
请求的参数:{}
返回的结果:{"Status":0,"Message":"OK","Result":{"CategoryList":[{"SceneID":0,"SceneName":"推荐","IsSelected":0,"Counts":10000},{"SceneID":3,"SceneName":"育儿","IsSelected":0,"Counts":0},{"SceneID":4,"SceneName":"娱乐","IsSelected":0,"Counts":0},{"SceneID":22,"SceneName":"汽车","IsSelected":0,"Counts":0},{"SceneID":24,"SceneName":"美食","IsSelected":0,"Counts":0},{"SceneID":25,"SceneName":"旅游","IsSelected":0,"Counts":0},{"SceneID":31,"SceneName":"教育","IsSelected":0,"Counts":0},{"SceneID":32,"SceneName":"家居","IsSelected":0,"Counts":0},{"SceneID":34,"SceneName":"婚恋","IsSelected":0,"Counts":0},{"SceneID":46,"SceneName":"财经","IsSelected":0,"Counts":0}],"IsSkip":false},"IsOverdue":null}

2018-03-21 10:17:47,812 [8] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUserDayOrderCount,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan&IsAuth=true
2018-03-21 10:17:47,999 [8] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUnionAndUserId,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan&IsAuth=true
2018-03-21 10:17:48,262 [38] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.29237215862925514,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan&IsAuth=true
2018-03-21 10:17:48,326 [22] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.29237215862925514
执行的时间:14.0373ms
请求的参数:{"CheckLogin":true,"res":{"OpenID":null,"PageIndex":0,"PageSize":10,"SceneID":0,"UserID":0}}
返回的结果:{"Status":0,"Message":"Success","Result":{"TotalCount":0,"TaskID":-2,"TaskInfo":[{"TaskId":16411,"TaskName":"售9-11万/换装7DCT 新款哈弗M6正式上市","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10861.html","BillingRuleName":"0.21元/CPC + 3元/CPL","Synopsis":"123457677","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/1A/QQ0DAFqwb8yACeLcAAAlNqxkUzo811.JPG","TotalAmount":0.00,"TotalPrice":913.00,"IsForward":0,"CPCPrice":0.21},{"TaskId":16410,"TaskName":"全球首例！Uber自动驾驶车辆致行人死亡","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10860.html","BillingRuleName":"0.20元/CPC + 3元/CPL","Synopsis":"12345678","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/38/QQ0DAFqwfh6AUTM2AAAlxpkgfGM747.JPG","TotalAmount":0.00,"TotalPrice":905.00,"IsForward":0,"CPCPrice":0.20},{"TaskId":16409,"TaskName":"足够年轻的SUV 静态体验东风风神AX4","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10858.html","BillingRuleName":"0.24元/CPC + 3元/CPL","Synopsis":"12345678900","ImgUrl":"http://192.168.3.76/group4/M00/02/7A/pIYBAFqwgZuAJyVKAABDKJKeXG8199.JPG","TotalAmount":0.00,"TotalPrice":945.00,"IsForward":0,"CPCPrice":0.24},{"TaskId":16406,"TaskName":"你们都爱村上春树的什么？","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180319/10850.html","BillingRuleName":"0.25元/CPC + 3元/CPL","Synopsis":"村上的文字是诚实的。","ImgUrl":"http://192.168.3.76/group4/M00/02/6C/pIYBAFqvqxuAHRYaAABNnqnV-k8522.JPG","TotalAmount":0.00,"TotalPrice":952.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16405,"TaskName":"20180312-02好的婚姻，都带点“傻气”","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/10841.html","BillingRuleName":"0.16元/CPC + 3元/CPL","Synopsis":"爸妈营，300万精英爸妈在这里，一起学、玩、买！","ImgUrl":"http://192.168.3.76/group4/M00/00/48/pIYBAFp1ZQKAIhRcAAAqvcDqwY8460.JPG","TotalAmount":0.00,"TotalPrice":867.00,"IsForward":0,"CPCPrice":0.16},{"TaskId":16404,"TaskName":"20180312-01抹一抹年轻十岁！！自带按摩功能的网红眼霜，让眼纹、眼袋、黑眼圈全靠边","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/294.html","BillingRuleName":"0.29元/CPC + 3元/CPL","Synopsis":"都说爱笑的女孩运气不会太差，但眼纹也不会少，眼部是肌肤的重灾区，女生真的赌不起。","ImgUrl":"http://192.168.3.71/group1/M00/0C/7F/oYYBAFpXRlGAGA4KAAAlMvCP9Rw724.JPG","TotalAmount":0.00,"TotalPrice":990.00,"IsForward":0,"CPCPrice":0.29},{"TaskId":16395,"TaskName":"别让孩子如此让人讨厌","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55719.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"最近有一则熊孩子在地铁里抢陌生乘客蛋卷的事儿，家长居然还对孩子说：吃完再要。　　我也是震惊了，他们虽说是","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/95/QQ0DAFpVhU6APgvmAAB75Gov3pc046.GIF","TotalAmount":0.00,"TotalPrice":511.00,"IsForward":0,"CPCPrice":0.10},{"TaskId":16394,"TaskName":"美味又好看的包子做法来啦，赶紧收了吧~","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55717.html","BillingRuleName":"0.25元/CPC + 0元/CPL","Synopsis":"鸡汁生煎包食材：300g鸡爪、25ml料酒、300g猪前夹肉、1个鸡蛋、400g中筋面粉、3小勺盐、适量生姜","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/F2/QQ0DAFpVxOSAGOs_AAArthx1CMo803.JPG","TotalAmount":0.00,"TotalPrice":886.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16393,"TaskName":"没有红薯的冬天是不完整的！","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55715.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"大冬天的走在路上，可能只有喷香的烤红薯能让人驻足片刻，跺着脚等待美味了。","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/FD/QQ0DAFpVyaKACEilAAAq1JKk7Ow314.JPG","TotalAmount":0.00,"TotalPrice":521.00,"IsForward":0,"CPCPrice":0.10},{"TaskId":16392,"TaskName":"吃不了香菜的原因，居然是因为基因变异！","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55713.html","BillingRuleName":"0.22元/CPC + 0元/CPL","Synopsis":"香菜来啦！","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/FC/QQ0DAFpVyX-AbzooAAA1wRydh9g733.JPG","TotalAmount":0.00,"TotalPrice":814.00,"IsForward":0,"CPCPrice":0.22}]},"IsOverdue":null}

2018-03-21 10:18:50,954 [22] INFO  BaseLog [(null)] - OAuth2Controller>Index :https://open.weixin.qq.com/connect/oauth2/authorize?appid=wxf0eea6fec2756b45&redirect_uri=http%3A%2F%2Fwxtest-ct.qichedaquan.com%2Fapi%2FOAuth2%2FUserInfoCallback%3FreturnUrl%3Dhttp%3A%2F%2Fwxtest-ct.qichedaquan.com%2FmoneyManager%2Fmake_money.html%3Fchannel%3Dctlmcaidan%26IsAuth%3Dtrue&response_type=code&scope=snsapi_userinfo&state=ChiTu853&connect_redirect=1#wechat_redirect
2018-03-21 10:18:55,201 [8] INFO  BaseLog [(null)] - UserInfoCallback :http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan
2018-03-21 10:18:55,207 [8] INFO  BaseLog [(null)] - UserInfoCallback :GetAccessToken开始，Code：021BAuGi1jNXDx08z4Ji1X4LGi1BAuGC
2018-03-21 10:18:55,472 [8] INFO  BaseLog [(null)] - UserInfoCallback :GetAccessToken结束，Code：021BAuGi1jNXDx08z4Ji1X4LGi1BAuGC
2018-03-21 10:18:58,008 [8] INFO  BaseLog [(null)] - 调用OAuthApi.Auth方法，参数access_token=7_Ymd-rKLBej8OtOjb4oqkAKrhjU7Pv19762LDz28rcLZnQfZdXTHCwC7orM1dFHBBWn6ml-_0fIwCd4KEF7DbAQ,openid=ohvZzwIpMW_ROfDf7N9IvbdNrpHg,结果=ok
2018-03-21 10:18:58,313 [8] INFO  BaseLog [(null)] - 调用OAuthApi.GetUserInfo方法，参数access_token=7_Ymd-rKLBej8OtOjb4oqkAKrhjU7Pv19762LDz28rcLZnQfZdXTHCwC7orM1dFHBBWn6ml-_0fIwCd4KEF7DbAQ,openid=ohvZzwIpMW_ROfDf7N9IvbdNrpHg,结果={"openid":"ohvZzwIpMW_ROfDf7N9IvbdNrpHg","nickname":"seay","sex":1,"province":"奥克兰","city":"","country":"新西兰","headimgurl":"http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJ4TM16lK1RM4GbPuOD8jRyic0YE8kdWAAZI9feWTDfjtOBhfG6CNvNuLmwS5g2yjwIwm5DEVxafmg/132","privilege":["chinaunicom"],"unionid":"o_J_G0_aJx27xTqZeOGzunN1JB5A"}
2018-03-21 10:18:58,521 [8] INFO  BaseLog [(null)] - 调用Senparc.Weixin.MP.AdvancedAPIs.UserApi.Info方法，参数appId=wxf0eea6fec2756b45,openid=ohvZzwIpMW_ROfDf7N9IvbdNrpHg,结果={"subscribe":1,"openid":"ohvZzwIpMW_ROfDf7N9IvbdNrpHg","nickname":"seay","sex":1,"language":"zh_CN","city":"","province":"奥克兰","country":"新西兰","headimgurl":"http://thirdwx.qlogo.cn/mmopen/5pxmIbNO8heardmiaZ0saeaueGEyKnpWWIFkvqOS0nwxdHSq6qASxIcIn3jT5y13hP3Wy0UQDJib1FrELiapV456Y4M4vmBk3Js/132","subscribe_time":1521020314,"unionid":"o_J_G0_aJx27xTqZeOGzunN1JB5A","remark":"","groupid":0,"tagid_list":[],"errcode":0,"ErrorCodeValue":0,"errmsg":null,"P2PData":null}
2018-03-21 10:18:58,574 [8] INFO  BaseLog [(null)] - 调用 XYAuto.ITSC.Chitunion2017.BLL.WeChat.WeiXinUser.Instance.GetUnionAndUserId方法，参数openid=ohvZzwIpMW_ROfDf7N9IvbdNrpHg,结果={"OpenID":"ohvZzwIpMW_ROfDf7N9IvbdNrpHg","UnionID":"o_J_G0_aJx27xTqZeOGzunN1JB5A","UserID":1612}
2018-03-21 10:19:01,003 [8] INFO  BaseLog [(null)] - 调用XYAuto.ITSC.Chitunion2017.Common.UserInfo.Instance.Passport方法，参数UserID=1612,结果=fq0esYvUWd972wEauXMdHKw0OtpNIywRF3NC0ph/wlOEwwEEdAoDNNgLvyMBWVpNF5xEYe8ioPNpQiH3YHWNntS9/PPqz1Ov3nAuXHw1ArNQwQoP9Zd81phSiIXDYMwxuognGUlk0prn8gkxDr8aQ2mb8rcBIf3NFpGOkuhwFKecJXtLr/Qjzc5n+gigF0Op,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan
2018-03-21 10:19:01,009 [8] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo 开始 UserID: 1612,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan
2018-03-21 10:19:01,038 [8] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo UserID: 1612,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan OK
2018-03-21 10:19:13,624 [42] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetSceneInfoByUserId?r=0.35128717730684245
执行的时间:107.7879ms
请求的参数:{}
返回的结果:{"Status":0,"Message":"OK","Result":{"CategoryList":[{"SceneID":0,"SceneName":"推荐","IsSelected":0,"Counts":10000},{"SceneID":3,"SceneName":"育儿","IsSelected":0,"Counts":0},{"SceneID":4,"SceneName":"娱乐","IsSelected":0,"Counts":0},{"SceneID":22,"SceneName":"汽车","IsSelected":0,"Counts":0},{"SceneID":24,"SceneName":"美食","IsSelected":0,"Counts":0},{"SceneID":25,"SceneName":"旅游","IsSelected":0,"Counts":0},{"SceneID":31,"SceneName":"教育","IsSelected":0,"Counts":0},{"SceneID":32,"SceneName":"家居","IsSelected":0,"Counts":0},{"SceneID":34,"SceneName":"婚恋","IsSelected":0,"Counts":0},{"SceneID":46,"SceneName":"财经","IsSelected":0,"Counts":0}],"IsSkip":false},"IsOverdue":null}

2018-03-21 10:19:13,774 [10] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUserDayOrderCount,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan&isauth=1
2018-03-21 10:19:13,900 [8] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUnionAndUserId,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan&isauth=1
2018-03-21 10:19:14,203 [37] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.39517095636944544,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan&isauth=1
2018-03-21 10:19:14,332 [22] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.39517095636944544
执行的时间:56.0887ms
请求的参数:{"CheckLogin":true,"res":{"OpenID":null,"PageIndex":0,"PageSize":10,"SceneID":0,"UserID":0}}
返回的结果:{"Status":0,"Message":"Success","Result":{"TotalCount":0,"TaskID":-2,"TaskInfo":[{"TaskId":16411,"TaskName":"售9-11万/换装7DCT 新款哈弗M6正式上市","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10861.html","BillingRuleName":"0.21元/CPC + 3元/CPL","Synopsis":"123457677","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/1A/QQ0DAFqwb8yACeLcAAAlNqxkUzo811.JPG","TotalAmount":0.00,"TotalPrice":913.00,"IsForward":0,"CPCPrice":0.21},{"TaskId":16410,"TaskName":"全球首例！Uber自动驾驶车辆致行人死亡","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10860.html","BillingRuleName":"0.20元/CPC + 3元/CPL","Synopsis":"12345678","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/38/QQ0DAFqwfh6AUTM2AAAlxpkgfGM747.JPG","TotalAmount":0.00,"TotalPrice":905.00,"IsForward":0,"CPCPrice":0.20},{"TaskId":16409,"TaskName":"足够年轻的SUV 静态体验东风风神AX4","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10858.html","BillingRuleName":"0.24元/CPC + 3元/CPL","Synopsis":"12345678900","ImgUrl":"http://192.168.3.76/group4/M00/02/7A/pIYBAFqwgZuAJyVKAABDKJKeXG8199.JPG","TotalAmount":0.00,"TotalPrice":945.00,"IsForward":0,"CPCPrice":0.24},{"TaskId":16406,"TaskName":"你们都爱村上春树的什么？","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180319/10850.html","BillingRuleName":"0.25元/CPC + 3元/CPL","Synopsis":"村上的文字是诚实的。","ImgUrl":"http://192.168.3.76/group4/M00/02/6C/pIYBAFqvqxuAHRYaAABNnqnV-k8522.JPG","TotalAmount":0.00,"TotalPrice":952.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16405,"TaskName":"20180312-02好的婚姻，都带点“傻气”","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/10841.html","BillingRuleName":"0.16元/CPC + 3元/CPL","Synopsis":"爸妈营，300万精英爸妈在这里，一起学、玩、买！","ImgUrl":"http://192.168.3.76/group4/M00/00/48/pIYBAFp1ZQKAIhRcAAAqvcDqwY8460.JPG","TotalAmount":0.00,"TotalPrice":867.00,"IsForward":0,"CPCPrice":0.16},{"TaskId":16404,"TaskName":"20180312-01抹一抹年轻十岁！！自带按摩功能的网红眼霜，让眼纹、眼袋、黑眼圈全靠边","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/294.html","BillingRuleName":"0.29元/CPC + 3元/CPL","Synopsis":"都说爱笑的女孩运气不会太差，但眼纹也不会少，眼部是肌肤的重灾区，女生真的赌不起。","ImgUrl":"http://192.168.3.71/group1/M00/0C/7F/oYYBAFpXRlGAGA4KAAAlMvCP9Rw724.JPG","TotalAmount":0.00,"TotalPrice":990.00,"IsForward":0,"CPCPrice":0.29},{"TaskId":16395,"TaskName":"别让孩子如此让人讨厌","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55719.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"最近有一则熊孩子在地铁里抢陌生乘客蛋卷的事儿，家长居然还对孩子说：吃完再要。　　我也是震惊了，他们虽说是","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/95/QQ0DAFpVhU6APgvmAAB75Gov3pc046.GIF","TotalAmount":0.00,"TotalPrice":511.00,"IsForward":0,"CPCPrice":0.10},{"TaskId":16394,"TaskName":"美味又好看的包子做法来啦，赶紧收了吧~","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55717.html","BillingRuleName":"0.25元/CPC + 0元/CPL","Synopsis":"鸡汁生煎包食材：300g鸡爪、25ml料酒、300g猪前夹肉、1个鸡蛋、400g中筋面粉、3小勺盐、适量生姜","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/F2/QQ0DAFpVxOSAGOs_AAArthx1CMo803.JPG","TotalAmount":0.00,"TotalPrice":886.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16393,"TaskName":"没有红薯的冬天是不完整的！","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55715.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"大冬天的走在路上，可能只有喷香的烤红薯能让人驻足片刻，跺着脚等待美味了。","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/FD/QQ0DAFpVyaKACEilAAAq1JKk7Ow314.JPG","TotalAmount":0.00,"TotalPrice":521.00,"IsForward":0,"CPCPrice":0.10},{"TaskId":16392,"TaskName":"吃不了香菜的原因，居然是因为基因变异！","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55713.html","BillingRuleName":"0.22元/CPC + 0元/CPL","Synopsis":"香菜来啦！","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/FC/QQ0DAFpVyX-AbzooAAA1wRydh9g733.JPG","TotalAmount":0.00,"TotalPrice":814.00,"IsForward":0,"CPCPrice":0.22}]},"IsOverdue":null}

2018-03-21 10:19:26,748 [10] INFO  BaseLog [(null)] - OAuth2Controller>Index :https://open.weixin.qq.com/connect/oauth2/authorize?appid=wxf0eea6fec2756b45&redirect_uri=http%3A%2F%2Fwxtest-ct.qichedaquan.com%2Fapi%2FOAuth2%2FUserInfoCallback%3FreturnUrl%3Dhttp%3A%2F%2Fwxtest-ct.qichedaquan.com%2FmoneyManager%2Fmake_money.html%3Fchannel%3Dctlmcaidan&response_type=code&scope=snsapi_userinfo&state=ChiTu748&connect_redirect=1#wechat_redirect
2018-03-21 10:19:29,269 [22] INFO  BaseLog [(null)] - UserInfoCallback :http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan
2018-03-21 10:19:29,279 [22] INFO  BaseLog [(null)] - UserInfoCallback :GetAccessToken开始，Code：0117G4ln0XamQq1Tvnln0knuln07G4lS
2018-03-21 10:19:29,365 [22] INFO  BaseLog [(null)] - UserInfoCallback :GetAccessToken结束，Code：0117G4ln0XamQq1Tvnln0knuln07G4lS
2018-03-21 10:19:32,572 [22] INFO  BaseLog [(null)] - 调用OAuthApi.Auth方法，参数access_token=7_YCa6iIOgUGqbhIE-Xa6COpoPkUyZgdpEC7xxFBCug5KkG4Pz-wl8jbx9_h1jdrtYGQ593ic0VjCAbIlAzPwOEA,openid=ohvZzwIpMW_ROfDf7N9IvbdNrpHg,结果=ok
2018-03-21 10:19:32,672 [22] INFO  BaseLog [(null)] - 调用OAuthApi.GetUserInfo方法，参数access_token=7_YCa6iIOgUGqbhIE-Xa6COpoPkUyZgdpEC7xxFBCug5KkG4Pz-wl8jbx9_h1jdrtYGQ593ic0VjCAbIlAzPwOEA,openid=ohvZzwIpMW_ROfDf7N9IvbdNrpHg,结果={"openid":"ohvZzwIpMW_ROfDf7N9IvbdNrpHg","nickname":"seay","sex":1,"province":"奥克兰","city":"","country":"新西兰","headimgurl":"http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJ4TM16lK1RM4GbPuOD8jRyic0YE8kdWAAZI9feWTDfjtOBhfG6CNvNuLmwS5g2yjwIwm5DEVxafmg/132","privilege":["chinaunicom"],"unionid":"o_J_G0_aJx27xTqZeOGzunN1JB5A"}
2018-03-21 10:19:32,760 [22] INFO  BaseLog [(null)] - 调用Senparc.Weixin.MP.AdvancedAPIs.UserApi.Info方法，参数appId=wxf0eea6fec2756b45,openid=ohvZzwIpMW_ROfDf7N9IvbdNrpHg,结果={"subscribe":1,"openid":"ohvZzwIpMW_ROfDf7N9IvbdNrpHg","nickname":"seay","sex":1,"language":"zh_CN","city":"","province":"奥克兰","country":"新西兰","headimgurl":"http://thirdwx.qlogo.cn/mmopen/5pxmIbNO8heardmiaZ0saeaueGEyKnpWWIFkvqOS0nwxdHSq6qASxIcIn3jT5y13hP3Wy0UQDJib1FrELiapV456Y4M4vmBk3Js/132","subscribe_time":1521020314,"unionid":"o_J_G0_aJx27xTqZeOGzunN1JB5A","remark":"","groupid":0,"tagid_list":[],"errcode":0,"ErrorCodeValue":0,"errmsg":null,"P2PData":null}
2018-03-21 10:19:32,783 [22] INFO  BaseLog [(null)] - 调用 XYAuto.ITSC.Chitunion2017.BLL.WeChat.WeiXinUser.Instance.GetUnionAndUserId方法，参数openid=ohvZzwIpMW_ROfDf7N9IvbdNrpHg,结果={"OpenID":"ohvZzwIpMW_ROfDf7N9IvbdNrpHg","UnionID":"o_J_G0_aJx27xTqZeOGzunN1JB5A","UserID":1612}
2018-03-21 10:19:37,094 [22] INFO  BaseLog [(null)] - 调用XYAuto.ITSC.Chitunion2017.Common.UserInfo.Instance.Passport方法，参数UserID=1612,结果=fq0esYvUWd972wEauXMdHKw0OtpNIywRF3NC0ph/wlOEwwEEdAoDNNgLvyMBWVpNF5xEYe8ioPNpQiH3YHWNntS9/PPqz1Ov3nAuXHw1ArNQwQoP9Zd81phSiIXDYMwxuognGUlk0prn8gkxDr8aQ2mb8rcBIf3N5kSGneV6KdjZVTRPFyRHtVEjd7EM5jRg,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan
2018-03-21 10:19:37,098 [22] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo 开始 UserID: 1612,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan
2018-03-21 10:19:37,122 [22] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo UserID: 1612,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan OK
2018-03-21 10:19:40,703 [22] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetSceneInfoByUserId?r=0.9300188424757072
执行的时间:58.6564ms
请求的参数:{}
返回的结果:{"Status":0,"Message":"OK","Result":{"CategoryList":[{"SceneID":0,"SceneName":"推荐","IsSelected":0,"Counts":10000},{"SceneID":3,"SceneName":"育儿","IsSelected":0,"Counts":0},{"SceneID":4,"SceneName":"娱乐","IsSelected":0,"Counts":0},{"SceneID":22,"SceneName":"汽车","IsSelected":0,"Counts":0},{"SceneID":24,"SceneName":"美食","IsSelected":0,"Counts":0},{"SceneID":25,"SceneName":"旅游","IsSelected":0,"Counts":0},{"SceneID":31,"SceneName":"教育","IsSelected":0,"Counts":0},{"SceneID":32,"SceneName":"家居","IsSelected":0,"Counts":0},{"SceneID":34,"SceneName":"婚恋","IsSelected":0,"Counts":0},{"SceneID":46,"SceneName":"财经","IsSelected":0,"Counts":0}],"IsSkip":false},"IsOverdue":null}

2018-03-21 10:19:40,744 [10] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUserDayOrderCount,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan&isauth=1
2018-03-21 10:19:40,900 [8] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUnionAndUserId,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan&isauth=1
2018-03-21 10:19:41,247 [37] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.37947902671444544,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?channel=ctlmcaidan&isauth=1
2018-03-21 10:19:41,332 [22] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.37947902671444544
执行的时间:43.1221ms
请求的参数:{"CheckLogin":true,"res":{"OpenID":null,"PageIndex":0,"PageSize":10,"SceneID":0,"UserID":0}}
